"Index","Lambda","filling_avg_temp","filling_fq_Maximum_temperature..31","filling_fq_Precipitation_amount..0.1","filling_fq_Precipitation_amount..40","filling_fq_Snow_depth..1","filling_length_days","filling_since_nyear_days","filling_since_seed_days","filling_sk_Maximum_temperature..31","filling_sk_Precipitation_amount..0.1","filling_sk_Precipitation_amount..40","filling_sk_Snow_depth..1","filling_total_prec","generative_avg_temp","generative_fq_Maximum_temperature..31","generative_fq_Precipitation_amount..0.1","generative_fq_Precipitation_amount..40","generative_fq_Snow_depth..1","generative_length_days","generative_since_nyear_days","generative_since_seed_days","generative_sk_Maximum_temperature..31","generative_sk_Precipitation_amount..0.1","generative_sk_Precipitation_amount..40","generative_sk_Snow_depth..1","generative_total_prec","NA_avg_temp","NA_fq_Maximum_temperature..31","NA_fq_Minimum_temperature...15","NA_fq_Precipitation_amount..0.1","NA_fq_Precipitation_amount..40","NA_fq_Snow_depth..1","NA_fq_Snow_depth..4","NA_length_days","NA_sk_Maximum_temperature..31","NA_sk_Minimum_temperature...15","NA_sk_Precipitation_amount..0.1","NA_sk_Precipitation_amount..40","NA_sk_Snow_depth..1","NA_sk_Snow_depth..4","NA_total_prec","vegetative_avg_temp","vegetative_fq_Maximum_temperature..31","vegetative_fq_Precipitation_amount..0.1","vegetative_fq_Precipitation_amount..40","vegetative_fq_Snow_depth..1","vegetative_fq_Snow_depth..4","vegetative_length_days","vegetative_since_nyear_days","vegetative_sk_Maximum_temperature..31","vegetative_sk_Precipitation_amount..0.1","vegetative_sk_Precipitation_amount..40","vegetative_sk_Snow_depth..1","vegetative_sk_Snow_depth..4","vegetative_total_prec","critical_events","filling","generative","NA.","vegetative","area"
"S1",0.0302220873550097,-0.0147073841188937,-0.0355235489792634,-0.0395039768928167,-0.041751236875165,-0.0429239995781103,-0.037105629136134,-0.0394479344710388,-0.0413201120898669,-0.0406224412516617,-0.0445439358748885,-0.0397585982555802,-0.0437405833325736,-0.0418694764749039,-0.0361107670310873,-0.0443558807776323,-0.040752302202284,-0.0461016767862993,-0.0379634914811559,-0.0393715441884599,-0.0398305762757188,-0.0410421105721322,-0.0419645084744008,-0.0396796449884789,-0.0359750237146638,-0.0409501327350241,-0.0424576111249639,-0.0255241171075856,-0.0442402460981328,-0.0291460894088358,-0.0021101691206187,-0.0404379058833356,-0.0376971260430208,-0.0305994766984243,-0.0414023352570701,-0.0371357027020477,-0.0402118321944836,-0.0394327209697495,-0.0365028628956787,-0.0350171696860842,-0.0393226170081282,-0.0373690039650242,-0.0331859041861878,-0.0386513111660931,-0.0357547110827488,-0.0407939077736219,-0.0450218736662422,-0.0365128107443612,-0.0428398371731513,-0.0409071212091151,-0.0408983426569689,-0.0354785750885464,-0.0411322877733136,-0.0412529649941645,-0.0397819008644057,-0.0391960090689578,-0.0424691084369951,-0.0436202702423752,-0.0437678378942431,-0.0278123454191945,-0.035054057510654,0.772715304618589
"S1",0.0766240071471643,-0.0322161172735667,-0.043298518431319,-0.0391543486891329,-0.039358568039564,-0.0370058523278261,-0.0393041359378941,-0.0388064930045385,-0.0427954844153422,-0.0382040879334834,-0.044293221697612,-0.0433072137884996,-0.0399536306064229,-0.0393021921726113,-0.0390854167454142,-0.0443284999188286,-0.0457408881368901,-0.0411119564646597,-0.0357242956691493,-0.0377292949514641,-0.0343956747217918,-0.0395302541473638,-0.0445075422806646,-0.0389254736018945,-0.0411489219221708,-0.0421985423360177,-0.0372642966304707,-0.0264557889189661,-0.0405519764793354,-0.0397654381688852,0.0108339611035527,-0.0397913471486696,-0.0419053385144042,-0.029498629881472,-0.0486006344597473,-0.0418656138297639,-0.0404994697971891,-0.0400655445447985,-0.0433750045905536,-0.0351787461895304,-0.0466667678495984,-0.03583313377521,-0.0433348041457534,-0.0374763071507952,-0.0413200356381247,-0.0395122578180374,-0.0400731056778721,-0.0434288336183839,-0.03714363475891,-0.0434661858365781,-0.0486480192986527,-0.0399049356007196,-0.04165275838492,-0.0388381945396865,-0.0417704802445888,-0.0415707785946835,-0.0389623958101773,-0.0445695558544401,-0.038150395389057,-0.0377815357171957,-0.0442167334208683,0.807850356587079
